common/ichi.wav	イチ
common/itsu.wav	イツ
common/hito.wav	ひと
g1/e4b880_hitotsu.wav	ひと・つ
common/on.wav	オン
g5/e681a9_onjin.wav	恩人（おんじん）	a benefactor
g5/e681a9_onkisegamashii.wav	恩着せがましい（おんきせがましい）	condescending,
g5/e681a9_onshirazu.wav	恩知らず（おんしらず）	ingratitude, an ungrateful person
g5/e681a9_ongaeshi.wav	恩返し（おんがえし）	to repay an obligation,
common/ka.wav	カ
g5/e58faf_kyoka.wav	許可（きょか）	permission, approval, admission
g5/e58faf_kanoudesu.wav	可能です（かのうです）	be possible, can do ☆＝できます
g5/e58faf_kanousei.wav	可能性（かのうせい）	possibility, potential
g5/e58faf_kamonakufukamonai.wav	可もなく不可もない（かもなくふかもない）	be neither
common/ka.wav	カ
common/ke.wav	*ケ
g5/e4bbae_kari.wav	かり
g5/e4bbae_kasetsu.wav	仮説（かせつ）	a hypothesis
common/katei.wav	仮定（かてい）	supposition, an assumption
g5/e4bbae_hiraganatokatakana.wav	平仮名と片仮名（ひらがなとかたかな）	
g5/e4bbae_kebyouwotsukattegakkouwosaboru.wav	仮病を使って学校をサボる（けびょうをつかって
g5/e4bbae_karishobun.wav	仮処分（かりしょぶん）	provisional disposition
common/ka.wav	カ
common/atai.wav	あたい
g5/e4bea1_hyoukasuru.wav	評価する（ひょうかする）	value, assess, appraise,
g5/e4bea1_atainakitakara.wav	価なき宝（あたいなきたから）	a priceless treasure
common/ka.wav	カ
common/kawa.wav	かわ
g5/e6b2b3_gingakei.wav	銀河系（ぎんがけい）	the Galaxy, the galactic system
g5/e6b2b3_kaba.wav	河馬（かば）	a hippopotamus, a hippo
common/ka.wav	カ
g5/e9818e_sugiru.wav	す・ぎる
g5/e9818e_sugosu.wav	す・ごす
g5/e9818e_ayamatsu.wav	あやま・つ
g5/e9818e_ayamachi.wav	あやま・ち
common/katei.wav	過程（かてい）	a process
g5/e9818e_kageki.wav	過激（かげき）	extremism, extreme, radical, violent,
g5/e9818e_tabesugiru.wav	食べ過ぎる（たべすぎる）	eat too much, overeat
g5/e9818e_juujinijuugofunsugi.wav	１０時２５分過ぎ（じゅうじにじゅうごふんすぎ）	
g5/e9818e_kigengasugiteiru.wav	期限が過ぎている（きげんがすぎている）	have expired
g5/e9818e_hachijussaiwosugiteiru.wav	８０歳を過ぎている（はちじゅっさいをすぎている）	
g5/e9818e_nesugosu.wav	寝過ごす（ねすごす）	oversleep
g5/e9818e_juujitsushitajinseiwosugosu.wav	充実した人生を過ごす（じゅうじつしたじんせいをすごす）	
common/ayamatte.wav	過って（あやまって）	through one's own fault,
g5/e9818e_ayamachiwookasu.wav	過ちを犯す（あやまちをおかす）	err, commit an offense
common/ga.wav	ガ
g5/e8b380_shukugakai.wav	祝賀会（しゅくがかい）	a celebration
g5/e8b380_nengajou.wav	年賀状（ねんがじょう）	a New Year's Greeting card
common/kai.wav	カイ
g5/e5bfab_kokoroyoi.wav	こころよ・い
g5/e5bfab_kaiteki.wav	快適（かいてき）	comfort, comfortable, luscious
g5/e5bfab_kokoroyokuhikiukeru.wav	快く引き受ける（こころよくひきうける）	
common/kai.wav	カイ
common/ge.wav	ゲ
common/toku.wav	と・く
common/tokeru.wav	と・ける
common/tokasu.wav	と・かす
common/wakaru.wav	*わか・る
g5/e8a7a3_hodoku.wav	*ほど・く
g5/e8a7a3_fukakai.wav	不可解（ふかかい）	incomprehensibility, inscrutableness,
g5/e8a7a3_genetsuzai.wav	解熱剤（げねつざい）	an antipyretic, a febrifuge
g5/e8a7a3_gesenai.wav	解せない（げせない）	cannot understand,
g5/e8a7a3_shinsouwotokiakasu.wav	真相を解き明かす（しんそうをときあかす）	
g5/e8a7a3_utagaigatokeru.wav	疑いが解ける（うたがいがとける）	
g5/e8a7a3_kokorowotokasu.wav	心を解かす（こころをとかす）	melt one's heart
g5/e8a7a3_tokikatagawakatta.wav	解き方が解った（ときかたがわかった）	
g5/e8a7a3_musubimewohodoku.wav	結び目を解く（むすびめをほどく）	undo a knot
g5/e6a0bc_kaku.wav	カク
common/kou.wav	*コウ
g5/e6a0bc_goukaku.wav	合格（ごうかく）	success in an examination,
g5/e6a0bc_kakkouwarui.wav	格好悪い（かっこうわるい）	unattractive, unseemly, uncool
g5/e6a0bc_kakugachigau.wav	格が違う（かくがちがう）	be in a higher level than,
g5/e6a0bc_koushimado.wav	格子窓（こうしまど）	a lattice window
common/kaku.wav	カク
g5/e7a2ba_tashika.wav	たし・か
g5/e7a2ba_tashikameru.wav	たし・かめる
g5/e7a2ba_seikaku.wav	正確（せいかく）	accuracy, precision, exactitude,
g5/e7a2ba_kakushin.wav	確信（かくしん）	conviction, a firm belief, confidence,
g5/e7a2ba_tashika.wav	確か（たしか）	probably, if I remember rightly,
g5/e7a2ba_sorehatashikadesu.wav	それは確かです（それはたしかです）	I'm sure of it.,
g5/e7a2ba_tashikana.wav	確かな（たしかな）	sure, certain, positive, undoubted,
g5/e7a2ba_shingiwotashikameru.wav	真偽を確かめる（しんぎをたしかめる）	confirm the truth,
g5/e9a18d_gaku.wav	ガク
g5/e9a18d_hitai.wav	ひたい
g5/e9a18d_gakubuchi.wav	額縁（がくぶち）	a picture frame
g5/e9a18d_sougaku.wav	総額（そうがく）	the whole sum, the total amount
g5/e9a18d_hitaiwokosuru.wav	額をこする（ひたいをこする）	rub one's forehead
common/kan.wav	カン
g5/e5888a_shuukanshi.wav	週刊誌（しゅうかんし）	a weekly
common/kan.wav	カン
g5/e5b9b9_miki.wav	みき
g5/e5b9b9_shinkansen.wav	新幹線（しんかんせん）	the Shinkansen,
g5/e5b9b9_kanji.wav	幹事（かんじ）	an organizer, a manager, a secretary
common/kanbu.wav	幹部（かんぶ）	the managing staff, an executive,
g5/e5b9b9_miki.wav	幹（みき）	a trunk
common/kan.wav	カン
common/nareru.wav	な・れる
common/narasu.wav	な・らす
g5/e685a3_shuukan.wav	習慣（しゅうかん）	custom, usage, a habit
g5/e685a3_tainofuudoninareru.wav	タイの風土に慣れる（たいのふうどになれる）	
g5/e685a3_narenaitetsukide.wav	慣れない手つきで（なれないてつきで）	
g5/e685a3_samusaninarasu.wav	寒さに慣らす（さむさにならす）	inure oneself to the cold
common/gan.wav	ガン
common/gen.wav	*ゲン
g5/e79cbc_manako.wav	まなこ
g5/e79cbc_ganka.wav	眼科（がんか）	the ophthalmology, an eye clinic
g5/e79cbc_kaigen.wav	開眼（かいげん）	enlightenment, get the hang of
g5/e79cbc_chimanakoninattesagasu.wav	血眼になって捜す（ちまなこになってさがす）	
common/ki.wav	キ
common/moto.wav	もと
g5/e59fba_motoi.wav	もとい
g5/e59fba_motoduku.wav	もと・づく
g5/e59fba_kihon.wav	基本（きほん）	a foundation, basics, a basis,
g5/e59fba_okinawanobeigunkichi.wav	沖縄の米軍基地（おきなわのべいぐんきち）	
g5/e59fba_womotonishite.wav	～を基にして（をもとにして）	on the basis of ~
g5/e59fba_motoi.wav	基（もとい）	the basis, the base, the foundation
g5/e59fba_kagakunimotoduku.wav	科学に基づく（かがくにもとづく）	science-based
common/ki.wav	キ
common/yoru.wav	よ・る
common/yoseru.wav	よ・せる
g5/e5af84_kifu.wav	寄付（きふ）	contribution, donation, subscription
g5/e5af84_wakiheyoru.wav	脇へ寄る（わきへよる）	step aside, make room
g5/e5af84_shinraiwoyoseru.wav	信頼を寄せる（しんらいをよせる）	give ~ one's trust,
g5/e5af84_mihonwotoriyoseru.wav	見本を取り寄せる（みほんをとりよせる）	
common/ki.wav	キ
g5/e8a68f_kiseikanwa.wav	規制緩和（きせいかんわ）	deregulation,
g5/e8a68f_kikakugai.wav	規格外（きかくがい）	nonstandard, irregulars,
common/gi.wav	ギ
common/waza.wav	わざ
g5/e68a80_kagakugijutsu.wav	科学技術（かがくぎじゅつ）	technology
g5/e68a80_gishi.wav	技師（ぎし）	an engineer
g5/e68a80_wazawomigaku.wav	技を磨く（わざをみがく）	improve one's skill,
common/gi.wav	ギ
g5/e7bea9_seigi.wav	正義（せいぎ）	justice, righteousness
g5/e7bea9_chuugi.wav	忠義（ちゅうぎ）	loyalty, devotion
g5/e7bea9_teigi.wav	定義（ていぎ）	a definition
g5/e7bea9_gishu.wav	義手（ぎしゅ）	an artificial arm, a false hand
g5/e7bea9_iginoaru.wav	意義のある（いぎのある）	significant, meaningful,
g5/e98086_gyaku.wav	ギャク
common/saka.wav	さか
g5/e98086_sakarau.wav	さか・らう
g5/e98086_gyakukouka.wav	逆効果（ぎゃくこうか）	the opposite effect
g5/e98086_gyakkou.wav	逆行（ぎゃっこう）	retrogression, regression, regress,
g5/e98086_gyakkou.wav	逆光（ぎゃっこう）	backlight
g5/e98086_gyakkyou.wav	逆境（ぎゃっきょう）	adverse circumstances, adversity
g5/e98086_gyakugire.wav	逆ギレ（ぎゃくぎれ）	to get angry instead of apologizing
g5/e98086_sakadachi.wav	逆立ち（さかだち）	a handstand
g5/e98086_sakaurami.wav	逆恨み（さかうらみ）	unjustified resentment through
g5/e98086_sakasamanisuru.wav	逆さまにする（さかさまにする）	turn ~ upside down,
g5/e98086_oyanisakarau.wav	親に逆らう（おやにさからう）	disobey one's parents
g5/e98086_gekirin.wav	逆鱗（げきりん）	one's superior's wrath
g5/e98086_noboseru.wav	逆上せる（のぼせる）	be infatuated,
common/kyuu.wav	キュウ
common/ku.wav	*ク
g5/e4b985_hisashii.wav	ひさ・しい
g5/e4b985_taikyuuryoku.wav	耐久力（たいきゅうりょく）	durability, stamina,
g5/e4b985_kuonnnoshinri.wav	久遠の真理（くおんのしんり）	an eternal truth
g5/e4b985_doumo,ohisashiburidesu.wav	どうも，お久しぶりです（どうも，おひさしぶりです）	
common/kyuu.wav	キュウ
g5/e697a7_fukkyuu.wav	復旧（ふっきゅう）	restoration, recovery
g5/e697a7_kyuusei.wav	旧姓（きゅうせい）	one's maiden name, one's former name
common/kyo.wav	キョ
g5/e5b185_iru.wav	い・る
g5/e5b185_shinkyo.wav	新居（しんきょ）	one's new house (home)
g5/e5b185_kokoniitekudasai.wav	ここに居てください（ここにいてください）	
g5/e5b185_imadokoniiruno.wav	今どこに居るの？（いまどこにいるの）	
g5/e5b185_igokochigawarui.wav	居心地が悪い（いごこちがわるい）	be uncomfortable
g5/e5b185_iaidou.wav	居合道（いあいどう）	Iaido, the art of drawing
common/koji.wav	居士（こじ）	a Buddhist layman,
common/kyo.wav	キョ
common/yurusu.wav	ゆる・す
g5/e8a8b1_yurushi.wav	ゆる・し
common/moto.wav	*もと
g5/e8a8b1_untenmenkyoshou.wav	運転免許証（うんてんめんきょしょう）	a driver's licence,
g5/e8a8b1_kiwoyurusu.wav	気を許す（きをゆるす）	relax one's guard,
g5/e8a8b1_yurushiwokou.wav	許しを請う（ゆるしをこう）	ask for one's forgiveness
g5/e8a8b1_kokoromotonai.wav	心許ない（こころもとない）	uneasy, uncertain, unsafe,
g5/e8a8b1_iinazuke.wav	許嫁，許婚（いいなずけ）	one's betrothed
common/kyou.wav	キョウ
common/kei.wav	*ケイ
g5/e5a283_sakai.wav	さかい
g5/e5a283_kyouguu.wav	境遇（きょうぐう）	circumstances, surroundings
g5/e5a283_kokkyou.wav	国境（こっきょう）	the border, the boundary, a frontier
g5/e5a283_keidai.wav	境内（けいだい）	precincts of a temple
g5/e5a283_seishinosakaiwosamayou.wav	生死の境をさまよう（せいしのさかいをさまよう）	
common/kin.wav	キン
g5/e59d87_heikin.wav	平均（へいきん）	an average, balance,
g5/e59d87_kintouniwakeru.wav	均等に分ける（きんとうにわける）	divide ~ equally,
g5/e59d87_kinseinotoreta.wav	均整のとれた（きんせいのとれた）	symmetrical,
common/kin.wav	キン
common/kinshi.wav	禁止（きんし）	prohibition, a ban, an embargo, taboo
g5/e7a681_kinnen.wav	禁煙（きんえん）	No smoking
g5/e7a681_kinjiraretakoi.wav	禁じられた恋（きんじられたこい）	a forbidden love
common/ku.wav	ク
g5/e58fa5_kinku.wav	禁句（きんく）	a taboo word (phrase)
g5/e58fa5_haiku.wav	俳句（はいく）	Haiku, a Japanese poem of
common/gun.wav	グン
common/mureru.wav	む・れる
g5/e7bea4_mure.wav	む・れ
common/muragaru.wav	むら・がる
common/mura.wav	*むら
g5/e7bea4_battanotaigun.wav	バッタの大群（ばったのたいぐん）	
g5/e7bea4_murerukeikougaaru.wav	群れる傾向がある（むれるけいこうがある）	
g5/e7bea4_azarashinomure.wav	アザラシの群れ（あざらしのむれ）	
g5/e7bea4_shiroarigamuragatteiru.wav	白アリが群がっている（しろありがむらがっている）	
g5/e7bea4_murasuzume.wav	群雀（むらすずめ）	a flock of sparrows
common/kei.wav	ケイ
g5/e7b58c_kyou.wav	キョウ
g5/e7b58c_heru.wav	へ・る
common/tatsu.wav	*た・つ
g5/e7b58c_keieikonsarutanto.wav	経営コンサルタント（けいえいこんさるたんと）	
g5/e7b58c_okyouwotonaeru.wav	お経を唱える（おきょうをとなえる）	recite a sutra
g5/e7b58c_ichinenwohete.wav	一年を経て（いちねんをへて）	one year later
g5/e7b58c_tokigatatebawakaru.wav	時が経てばわかる（ときがたてばわかる）	Time will tell.
common/ketsu.wav	ケツ
g5/e6bd94_isagiyoi.wav	いさぎよ・い
g5/e6bd94_seiketsu.wav	清潔（せいけつ）	cleanliness, neatness, clean, neat
g5/e6bd94_isagiyokumakewomitomeru.wav	潔く負けを認める（いさぎよくまけをみとめる）	
common/ken.wav	ケン
g5/e4bbb6_kudan.wav	*くだん
g5/e4bbb6_kudari.wav	*くだり
g5/e4bbb6_ozomashiijiken.wav	おぞましい事件（おぞましいじけん）	a hideous case,
g5/e4bbb6_kudannnoikken.wav	件の一件（くだんのいっけん）	the matter in question
g5/e4bbb6_sonokudariha.wav	その件は～（そのくだりは）	the passage is ~,
common/ken.wav	ケン
g5/e588b8_toshoken.wav	図書券（としょけん）	a book coupon, a book token
g5/e588b8_teikiken.wav	定期券（ていきけん）	a commuter pass
common/ken.wav	ケン
common/kewashii.wav	けわ・しい
g5/e999ba_kiken.wav	危険（きけん）	danger, peril, a hazard, jeopardy,
g5/e999ba_kewashiiyamamichi.wav	険しい山道（けわしいやまみち）	a steep mountain path
common/ken.wav	ケン
g5/e6a49c_kensa.wav	検査（けんさ）	inspection, examination, a test,
g5/e6a49c_teikikenshin.wav	定期検診（ていきけんしん）	a periodic medical
g5/e6a49c_shaken.wav	車検（しゃけん）	an automobile inspection
common/gen.wav	ゲン
g5/e99990_kagiru.wav	かぎ・る
g5/e99990_kagiri.wav	かぎ・り
g5/e99990_genkai.wav	限界（げんかい）	a limit, limits, bounds
g5/e99990_mugen.wav	無限（むげん）	infinity, infinite, limitless, unlimited,
g5/e99990_shiharaihagenkinnnikagiru.wav	支払いは現金に限る（しはらいはげんきんにかぎる）	
g5/e99990_korenikagiru.wav	これに限る（これにかぎる）	This is the best thing
g5/e99990_chikaranokagiritatakau.wav	力の限り戦う（ちからのかぎりたたかう）	
g5/e99990_toujitsukagiriyuukou.wav	当日限り有効（とうじつかぎりゆうこう）	
common/gen.wav	ゲン
common/arawareru.wav	あらわ・れる
common/arawasu.wav	あらわ・す
g5/e78fbe_utsutsu.wav	*うつつ
g5/e78fbe_genzai.wav	現在（げんざい）	the present time, at present, now
g5/e78fbe_jitsugensuru.wav	実現する（じつげんする）	put ~ into practice, turn ~ into
g5/e78fbe_honshougaarawareru.wav	本性が現れる（ほんしょうがあらわれる）	betray oneself,
g5/e78fbe_sugatawoarawasu.wav	姿を現す（すがたをあらわす）	appear
g5/e78fbe_utsutsuwonukasu.wav	現を抜かす（うつつをぬかす）	be infatuated, be besotted
common/gen.wav	ゲン
g5/e6b89b_heru.wav	へ・る
g5/e6b89b_herasu.wav	へ・らす
g5/e6b89b_gensokusuru.wav	減速する（げんそくする）	reduce speed, slow down
g5/e6b89b_taijuugahetta.wav	体重が減った（たいじゅうがへった）	have lost weight
g5/e6b89b_shuppiwoherasu.wav	出費を減らす（しゅっぴをへらす）	cut down expenses
common/ko.wav	コ
g5/e69585_yue.wav	ゆえ
g5/e69585_kojin.wav	故人（こじん）	the deceased, the departed
g5/e69585_yueni.wav	故に（ゆえに）	so, therefore, consequently, hence, ergo
common/ko.wav	コ
g5/e5808b_onigirijuuyonko.wav	おにぎり１４個（おにぎりじゅうよんこ）	
g5/e5808b_kojinmensetsu.wav	個人面接（こじんめんせつ）	an individual interview,
common/koten.wav	個展（こてん）	a one-man exhibition, a private exhibition
common/go.wav	ゴ
common/mamoru.wav	*まも・る
g5/e8adb7_hogosha.wav	保護者（ほごしゃ）	a protector, a guardian
g5/e8adb7_shugojin.wav	守護神（しゅごじん）	a daemon, a guardian deity,
g5/e8adb7_goshinjutsu.wav	護身術（ごしんじゅつ）	the art of self-defense
g5/e8adb7_bengo.wav	弁護（べんご）	a defense, advocacy, vindication
g5/e8adb7_bengoshi.wav	弁護士（べんごし）	a lawyer, a counsel, a counselor,
common/kou.wav	コウ
common/kiku.wav	き・く
common/kouyou.wav	効用（こうよう）	an effect, efficacy, use
g5/e58ab9_koukagaaru.wav	効果がある（こうかがある）	have an effect,
g5/e58ab9_mukounisuru.wav	無効にする（むこうにする）	annul, void, avoid, disable
g5/e58ab9_zutsuuyakugakiita.wav	頭痛薬が効いた（ずつうやくがきいた）	
common/kou.wav	コウ
g5/e58e9a_atsui.wav	あつ・い
g5/e58e9a_atsusa.wav	あつ・さ
g5/e58e9a_kouseinenkin.wav	厚生年金（こうせいねんきん）	an employee pension
g5/e58e9a_buatsuihyakkajiten.wav	分厚い百科事典（ぶあついひゃっかじてん）	
g5/e58e9a_atsukamashii.wav	厚かましい（あつかましい）	shameless, brazen,
g5/e58e9a_atsusahagomiridesu.wav	厚さは５ミリです（あつさはごみりです）	
common/kou.wav	コウ
g5/e88095_tagayasu.wav	たがや・す
g5/e88095_kouchi.wav	耕地（こうち）	cultivated land, a cultivated field,
g5/e88095_tahatawotagayasu.wav	田畑を耕す（たはたをたがやす）	cultivate the fields
common/kou.wav	コウ
g5/e989b1_kouzan.wav	鉱山（こうざん）	a mine
g5/e989b1_kouseki.wav	鉱石（こうせき）	an ore, a mineral
common/kou.wav	コウ
g5/e6a78b_kamae.wav	かま・え
g5/e6a78b_kamaeru.wav	かま・える
g5/e6a78b_kamau.wav	かま・う
g5/e6a78b_kekkankouzou.wav	欠陥構造（けっかんこうぞう）	a defective structure,
g5/e6a78b_bougyonokamae.wav	防御の構え（ぼうぎょのかまえ）	a defensive posture,
g5/e6a78b_mongamae.wav	門構え（もんがまえ）	an appearance of the gate,
g5/e6a78b_nonkinikamaeru.wav	暢気に構える（のんきにかまえる）	take things easy
g5/e6a78b_migamaeru.wav	身構える（みがまえる）	assume a posture of defense,
g5/e6a78b_raifuruwokamaeru.wav	ライフルを構える（らいふるをかまえる）	
g5/e6a78b_kamaimasen.wav	構いません（かまいません）	I don't mind.,
g5/e88888_kyou.wav	キョウ
common/kou.wav	コウ
common/okoru.wav	おこ・る
common/okosu.wav	おこ・す
g5/e88888_nikyoumigaarimasuka.wav	～に興味がありますか？（にきょうみがありますか）	
g5/e88888_fukkou.wav	復興（ふっこう）	reconstruction, revival, restoration,
g5/e88888_kunigaokoru.wav	国が興る（くにがおこる）	the country prospers
g5/e88888_jigyouwookosu.wav	事業を興す（じぎょうをおこす）	start an enterprise
common/kou.wav	コウ
g5/e8ac9b_chantokougiwokiku.wav	ちゃんと講義を聴く（ちゃんとこうぎをきく）	
g5/e8ac9b_kyuukou.wav	休講（きゅうこう）	cancellation of one's lecture
g5/e8ac9b_sennninkoushi.wav	専任講師（せんにんこうし）	a full-time lecturer,
g5/e8ac9b_sakuwokoujiru.wav	策を講じる（さくをこうじる）	take measures
common/kon.wav	コン
common/majiru.wav	ま・じる
common/mazaru.wav	ま・ざる
common/mazeru.wav	ま・ぜる
common/komu.wav	こ・む
g5/e6b7b7_konran.wav	混乱（こんらん）	confusion, disorder, chaos,
g5/e6b7b7_majirimono.wav	混じり物（まじりもの）	an impurity, a mixture
g5/e6b7b7_aburahamizutomazaranai.wav	油は水と混ざらない（あぶらはみずとまざらない）	
g5/e6b7b7_enoguwomazeru.wav	絵の具を混ぜる（えのぐをまぜる）	mix colors (paints)
g5/e6b7b7_kondeiru.wav	混んでいる（こんでいる）	be crowded, be congested
common/sa.wav	サ
g5/e69fbb_sashou.wav	査証（さしょう）	a visa ☆＝ビザ
g5/e69fbb_chousakikan.wav	調査期間（ちょうさきかん）	a period of investigation,
g5/e69fbb_chousakikan.wav	調査機関（ちょうさきかん）	a research organization,
common/sai.wav	サイ
common/sa.wav	*サ
g5/e5868d_futatabi.wav	ふたた・び
g5/e5868d_saikaisuru.wav	再開する（さいかいする）	reopen, resume
g5/e5868d_saiseisuru.wav	再生する（さいせいする）	play back, replay,
g5/e5868d_sarainen.wav	再来年（さらいねん）	the year after next
g5/e5868d_futatabiau.wav	再び会う（ふたたびあう）	meet again, reunite
common/sai.wav	サイ
g5/e781bd_wazawai.wav	わざわ・い
g5/e781bd_sainan.wav	災難（さいなん）	a misfortune, a disaster,
g5/e781bd_kuchihawazawainomoto.wav	口は災いの元（くちはわざわいのもと）	
common/sai.wav	サイ
g5/e5a6bb_tsuma.wav	つま
g5/e5a6bb_saitaisha.wav	妻帯者（さいたいしゃ）	a married man
g5/e5a6bb_tsuma.wav	妻（つま）	my wife, a wife
g5/e5a6bb_hitoduma.wav	人妻（ひとづま）	a married woman
common/sai.wav	サイ
common/toru.wav	と・る
g5/e68ea1_saiyou.wav	採用（さいよう）	adoption, employment
g5/e68ea1_kinomiwotoru.wav	木の実を採る（きのみをとる）	gather nuts
g5/e68ea1_ketsuwotoru.wav	決を採る（けつをとる）	take a vote on ~,
common/sai.wav	サイ
g5/e99a9b_kiwa.wav	きわ
g5/e99a9b_kousaisuru.wav	交際する（こうさいする）	keep company,
g5/e99a9b_jissaini.wav	実際に（じっさいに）	really, actually, practically
g5/e99a9b_konosaidakara.wav	この際だから（このさいだから）	under the circumstances
g5/e99a9b_kiwadoi.wav	際どい（きわどい）	hazardous, risky, suggestive
common/zai.wav	ザイ
common/aru.wav	あ・る
g5/e59ca8_zaiko.wav	在庫（ざいこ）	stock
g5/e59ca8_atta.wav	在った！（あった）	Here it is!, Found it!
g5/e59ca8_arikitarino.wav	在り来たりの（ありきたりの）	conventional, trite,
common/zai.wav	ザイ
common/sai.wav	*サイ
g5/e8b2a1_zaisanbunnyo.wav	財産分与（ざいさんぶんよ）	distribution of property
g5/e8b2a1_zaisei.wav	財政（ざいせい）	finance, financial affairs
g5/e8b2a1_saifu.wav	財布（さいふ）	a wallet, a billfold, a coin purse
common/zai.wav	ザイ
g5/e7bdaa_tsumi.wav	つみ
g5/e7bdaa_yuuzai.wav	有罪（ゆうざい）	guilt, guilty
g5/e7bdaa_zaiakukan.wav	罪悪感（ざいあくかん）	a sense of sin
g5/e7bdaa_tsumibukakimono.wav	罪深き者（つみぶかきもの）	a sinner,
common/zatsu.wav	ザツ
common/zou.wav	ゾウ
g5/e99b91_zasshu.wav	雑種（ざっしゅ）	a crossbreed, a hybrid, a mongrel
g5/e99b91_zatsuon.wav	雑音（ざつおん）	noise, irresponsible criticisms
g5/e99b91_zoukin.wav	雑巾（ぞうきん）	a floorcloth
common/san.wav	サン
g5/e985b8_suppai.wav	す・っぱい
common/sui.wav	*す・い
g5/e985b8_sanso.wav	酸素（さんそ）	oxygen
common/sanka.wav	酸化（さんか）	oxidation, oxidization
g5/e985b8_suppaiumeboshi.wav	酸っぱい梅干し（すっぱいうめぼし）	a sour Umeboshi,
g5/e985b8_suimoamaimokamiwakeru.wav	酸いも甘いも噛み分ける（すいもあまいもかみわける）	
common/san.wav	サン
g5/e8b39b_sanbika.wav	賛美歌（さんびか）	a hymn, a psalm, an anthem
g5/e8b39b_sanji.wav	賛辞（さんじ）	praises, an eulogy, a compliment
common/shi.wav	シ
g5/e694af_sasaeru.wav	ささ・える
g5/e694af_sasae.wav	ささ・え
common/tsukaeru.wav	*つか・える
g5/e694af_shihaisuru.wav	支配する（しはいする）	govern, dominate, control
g5/e694af_shijisuru.wav	支持する（しじする）	support, uphold, espouse
g5/e694af_hashiradesasaeru.wav	柱で支える（はしらでささえる）	support with posts
g5/e694af_kokoronosasae.wav	心の支え（こころのささえ）	a support of one's mind
g5/e694af_sashitsukaeru.wav	差し支える（さしつかえる）	be hindered from,
common/shi.wav	シ
g5/e5bf97_kokorozasu.wav	こころざ・す
g5/e5bf97_kokorozashi.wav	こころざし
g5/e5bf97_shounennyotaishiwoidake.wav	少年よ大志を抱け（しょうねんよたいしをいだけ）	
g5/e5bf97_sunshi.wav	寸志（すんし）	a slight token of one's gratitude,
g5/e5bf97_re-sa-wokokorozasu.wav	レーサーを志す（れーさーをこころざす）	
g5/e5bf97_kokorozashiwotsugu.wav	志を継ぐ（こころざしをつぐ）	follow in ~'s footsteps
common/shi.wav	*シ
g5/e69e9d_eda.wav	えだ
g5/e69e9d_shiyounokotodekuyokuyosuruna.wav	枝葉の事でくよくよするな（しようのことでくよくよするな）	
g5/e69e9d_edage.wav	枝毛（えだげ）	a split hair
common/shi.wav	シ
g5/e5b8ab_bokushi.wav	牧師（ぼくし）	a clergyman, a minister, a pastor,
g5/e5b8ab_doukeshi.wav	道化師（どうけし）	a clown, a buffoon, a jester, a fool
common/shi.wav	シ
common/shikaku.wav	資格（しかく）	qualifications, competence,
common/shi.wav	シ
common/kau.wav	か・う
g5/e9a3bc_kangaru-woshiikusuru.wav	カンガルーを飼育する（かんがるーをしいくする）	
g5/e9a3bc_fukurouwokau.wav	フクロウを飼う（ふくろうをかう）	keep an owl
g5/e9a3bc_kamereonwokatteiru.wav	カメレオンを飼っている（かめれおんをかっている）	
common/ji.wav	ジ
common/shi.wav	シ
common/shimesu.wav	しめ・す
g5/e7a4ba_jidan.wav	示談（じだん）	settlement out of court,
g5/e7a4ba_shisasuru.wav	示唆する（しさする）	hint, insinuate, suggest,
g5/e7a4ba_tehonwoshimesu.wav	手本を示す（てほんをしめす）	set an example (model)
common/ji.wav	ジ
common/niru.wav	に・る
g5/e4bcbc_kokuji.wav	酷似（こくじ）	striking resemblance, close similarity
g5/e4bcbc_niteiru,niteru.wav	似ている，似てる（にている，にてる）	resemble,
g5/e4bcbc_mane.wav	真似（まね）	imitation, mimicry,
common/shiki.wav	シキ
g5/e8ad98_muishiki.wav	無意識（むいしき）	the unconscious, involuntary
g5/e8ad98_joushiki.wav	常識（じょうしき）	common sense, practical sense
g5/e8b3aa_shitsu.wav	シツ
common/shichi.wav	シチ
common/chi.wav	*チ
common/tachi.wav	*たち
g5/e8b3aa_honshitsu.wav	本質（ほんしつ）	real nature, the essence,
g5/e8b3aa_hitojichi.wav	人質（ひとじち）	a hostage
g5/e8b3aa_genchiwoataeru.wav	言質を与える（げんちをあたえる）	
g5/e8b3aa_tachinowarui.wav	質の悪い（たちのわるい）	wicked, vicious,
g5/e8b3aa_katagi,kishitsu.wav	気質（かたぎ，きしつ）	temperament,
common/sha.wav	シャ
g5/e8888e_kousha.wav	校舎（こうしゃ）	a schoolhouse, a school building
common/sha.wav	シャ
common/ayamaru.wav	あやま・る
g5/e8ac9d_kansha.wav	感謝（かんしゃ）	thanks, gratitude, appreciation
g5/e8ac9d_sunaoniayamaru.wav	素直に謝る（すなおにあやまる）	apologize honestly,
common/ju.wav	ジュ
g5/e68e88_sazukeru.wav	さず・ける
g5/e68e88_sazukaru.wav	さず・かる
g5/e68e88_butsurinojugyou.wav	物理の授業（ぶつりのじゅぎょう）	lessons of physics,
g5/e68e88_hisakuwosazukeru.wav	秘策を授ける（ひさくをさずける）	initiate the secret plan
g5/e68e88_kowosazukaru.wav	子を授かる（こをさずかる）	be blessed with a child
common/shuu.wav	シュウ
common/shu.wav	シュ
